TravYear,SegMode,DayType,FromStn_Short,ToStn_Short,FromStn_Long,ToStn_Long,SegDir,SegID,AvgDailyVol
2023,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,7485.425947
2023,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,7455.641012
2023,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,1105.519234
2023,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,1192.756169
2023,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,3209.459394
2023,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,3092.45733
2023,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,6791.144706
2023,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,6835.447211
2023,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,33725.36395
2023,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,33439.45576
2023,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,32124.7486
2023,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,32252.07495
2023,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,32548.01178
2023,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,32806.52304
2023,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,26597.19441
2023,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,26020.20558
2023,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,32459.93628
2023,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,32726.23769
2023,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,6843.223707
2023,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,6795.46598
2023,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,9833.80748
2023,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,9362.307822
2023,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,30831.11973
2023,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,29801.68364
2023,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,9404.7836
2023,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,9084.357404
2023,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,8957.064454
2023,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,8947.433178
2023,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,15419.65562
2023,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,15021.9844
2023,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,7117.026347
2023,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,6978.28477
2023,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,20922.99979
2023,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,20418.85392
2023,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Inbound,46,28895.34995
2023,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Outbound,46,28762.25349
2023,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,32320.47361
2023,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,32584.43733
2023,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,27244.19713
2023,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,26342.64282
2024,C,MF,AB,BP,Aberdeen Stn,Bridgeport Stn,Inbound,89,16283.17439
2024,C,MF,AB,BP,Aberdeen Stn,Bridgeport Stn,Outbound,89,15992.22339
2024,C,MF,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,13707.91914
2024,C,MF,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,13471.13949
2024,C,MF,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,32905.01106
2024,C,MF,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,31984.74222
2024,C,MF,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,28210.73162
2024,C,MF,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,28251.5342
2024,C,MF,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,14107.14674
2024,C,MF,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,13879.26595
2024,C,MF,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,34597.27109
2024,C,MF,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,33800.39267
2024,C,MF,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,14281.58144
2024,C,MF,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,13762.16377
2024,C,MF,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,33279.81676
2024,C,MF,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,32890.09182
2024,C,MF,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,31781.01761
2024,C,MF,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,31719.29671
2024,C,MF,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,33274.06758
2024,C,MF,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,32553.11752
2024,C,MF,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,33168.03879
2024,C,MF,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,31826.46243
2024,C,MF,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,10667.79728
2024,C,MF,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,10045.17661
2024,C,MF,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,7931.766398
2024,C,MF,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,7794.843253
2024,C,MF,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,7781.554728
2024,C,MF,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7920.521054
2024,C,MF,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,14331.34467
2024,C,MF,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,13609.1615
2024,C,MF,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7700.043579
2024,C,MF,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,7423.686008
2024,C,MF,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,28704.4578
2024,C,MF,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,27096.26093
2024,C,Sat,AB,BP,Aberdeen Stn,Bridgeport Stn,Inbound,89,13852.38829
2024,C,Sat,AB,BP,Aberdeen Stn,Bridgeport Stn,Outbound,89,13597.66198
2024,C,Sat,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,12997.58019
2024,C,Sat,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,12765.68619
2024,C,Sat,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,26157.48317
2024,C,Sat,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,24921.16802
2024,C,Sat,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,24072.09504
2024,C,Sat,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,23867.80063
2024,C,Sat,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,13387.55994
2024,C,Sat,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,13165.61173
2024,C,Sat,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,27351.19452
2024,C,Sat,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,26113.21397
2024,C,Sat,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,11792.30532
2024,C,Sat,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,11403.05884
2024,C,Sat,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,26641.20909
2024,C,Sat,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,25811.66992
2024,C,Sat,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,25901.76068
2024,C,Sat,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,25423.00777
2024,C,Sat,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,26469.75315
2024,C,Sat,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,25337.83816
2024,C,Sat,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,26187.72125
2024,C,Sat,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,24732.45165
2024,C,Sat,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,8659.270761
2024,C,Sat,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,8257.190399
2024,C,Sat,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,7069.371144
2024,C,Sat,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,6775.969947
2024,C,Sat,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,7797.187909
2024,C,Sat,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7747.522422
2024,C,Sat,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,10613.48634
2024,C,Sat,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,9853.564234
2024,C,Sat,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7052.771509
2024,C,Sat,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,6667.160268
2024,C,Sat,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,22098.52326
2024,C,Sat,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,20770.00477
2024,C,Sun/Hol,AB,BP,Aberdeen Stn,Bridgeport Stn,Inbound,89,11188.92461
2024,C,Sun/Hol,AB,BP,Aberdeen Stn,Bridgeport Stn,Outbound,89,11022.67712
2024,C,Sun/Hol,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,10267.19846
2024,C,Sun/Hol,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,10205.16812
2024,C,Sun/Hol,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,20996.24439
2024,C,Sun/Hol,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,20739.54196
2024,C,Sun/Hol,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,20658.53116
2024,C,Sun/Hol,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,20118.89709
2024,C,Sun/Hol,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,10592.26883
2024,C,Sun/Hol,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,10586.24901
2024,C,Sun/Hol,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,22332.61389
2024,C,Sun/Hol,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,21831.79852
2024,C,Sun/Hol,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,9457.901964
2024,C,Sun/Hol,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,9190.735911
2024,C,Sun/Hol,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,22286.78923
2024,C,Sun/Hol,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,21585.48989
2024,C,Sun/Hol,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,21904.28939
2024,C,Sun/Hol,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,21304.86335
2024,C,Sun/Hol,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,21900.97358
2024,C,Sun/Hol,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,21189.58965
2024,C,Sun/Hol,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,20978.99969
2024,C,Sun/Hol,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,20541.9109
2024,C,Sun/Hol,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,7076.371066
2024,C,Sun/Hol,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,6781.69342
2024,C,Sun/Hol,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,7286.567348
2024,C,Sun/Hol,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,6516.944076
2024,C,Sun/Hol,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,7966.070461
2024,C,Sun/Hol,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7518.387243
2024,C,Sun/Hol,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,8600.324406
2024,C,Sun/Hol,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,8195.726474
2024,C,Sun/Hol,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7353.950527
2024,C,Sun/Hol,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,6459.387804
2024,C,Sun/Hol,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,17876.01413
2024,C,Sun/Hol,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,17271.47756
2024,M,MF,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,16435.59195
2024,M,MF,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,16440.47308
2024,M,MF,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,14367.5235
2024,M,MF,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,14185.08716
2024,M,MF,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,17475.7397
2024,M,MF,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,17107.16817
2024,M,MF,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,14122.3913
2024,M,MF,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,17385.23309
2024,M,MF,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,19600.44968
2024,M,MF,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,21019.88874
2024,M,MF,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,64000.17977
2024,M,MF,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,63678.31332
2024,M,MF,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,9830.49315
2024,M,MF,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,9789.54225
2024,M,MF,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,2593.814902
2024,M,MF,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,2944.527779
2024,M,MF,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,51242.75178
2024,M,MF,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,48954.10311
2024,M,MF,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,56694.34699
2024,M,MF,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,54402.04022
2024,M,MF,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,18164.28984
2024,M,MF,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,17455.36326
2024,M,MF,GV,BU,Granville Stn,Burrard Stn,Inbound,26,30935.89916
2024,M,MF,GV,BU,Granville Stn,Burrard Stn,Outbound,26,33898.65013
2024,M,MF,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,35302.55309
2024,M,MF,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,33491.70711
2024,M,MF,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,16586.24754
2024,M,MF,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,15821.74849
2024,M,MF,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,11123.72139
2024,M,MF,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,11069.96254
2024,M,MF,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,57529.88438
2024,M,MF,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,57557.89741
2024,M,MF,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,13536.5036
2024,M,MF,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,6950.164634
2024,M,MF,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,14956.23787
2024,M,MF,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,14671.15665
2024,M,MF,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,13897.67286
2024,M,MF,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,13801.83954
2024,M,MF,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,16614.93266
2024,M,MF,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,16363.18711
2024,M,MF,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,2334.773239
2024,M,MF,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,2331.943704
2024,M,MF,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,5751.837914
2024,M,MF,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,5497.734037
2024,M,MF,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,12228.73001
2024,M,MF,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,11942.37828
2024,M,MF,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,60237.66841
2024,M,MF,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,59640.94217
2024,M,MF,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,56604.92069
2024,M,MF,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,56348.62741
2024,M,MF,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,59570.03483
2024,M,MF,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,59616.07976
2024,M,MF,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,52129.56337
2024,M,MF,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,50374.67154
2024,M,MF,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,56942.58648
2024,M,MF,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,56782.03745
2024,M,MF,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,14861.7771
2024,M,MF,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,14539.22877
2024,M,MF,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,20372.73886
2024,M,MF,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,19404.74929
2024,M,MF,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,58708.92477
2024,M,MF,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,56343.89555
2024,M,MF,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,19040.49291
2024,M,MF,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,18236.57994
2024,M,MF,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,18269.36914
2024,M,MF,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,18069.69035
2024,M,MF,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,30466.97059
2024,M,MF,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,29458.39731
2024,M,MF,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,15457.06964
2024,M,MF,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,14998.04609
2024,M,MF,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,42342.11889
2024,M,MF,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,40850.50942
2024,M,MF,ST,GV,Stadium Stn,Granville Stn,Inbound,46,51260.23246
2024,M,MF,ST,GV,Stadium Stn,Granville Stn,Outbound,46,51044.72019
2024,M,MF,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,58641.17397
2024,M,MF,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,58705.7917
2024,M,MF,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,52976.5947
2024,M,MF,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,50976.74578
2024,M,Sat,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,11248.22634
2024,M,Sat,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,11118.87499
2024,M,Sat,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,11342.18159
2024,M,Sat,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,11145.15453
2024,M,Sat,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,12630.44481
2024,M,Sat,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,12060.03501
2024,M,Sat,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,11531.54322
2024,M,Sat,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,13756.41995
2024,M,Sat,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,13769.76407
2024,M,Sat,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,16493.55028
2024,M,Sat,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,52200.29047
2024,M,Sat,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,49591.11618
2024,M,Sat,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,7698.314776
2024,M,Sat,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,7559.323079
2024,M,Sat,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,1166.791496
2024,M,Sat,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,1370.034715
2024,M,Sat,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,37047.48512
2024,M,Sat,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,35252.76543
2024,M,Sat,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,42635.98348
2024,M,Sat,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,40137.22138
2024,M,Sat,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,13197.68465
2024,M,Sat,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,12325.56172
2024,M,Sat,GV,BU,Granville Stn,Burrard Stn,Inbound,26,22728.91386
2024,M,Sat,GV,BU,Granville Stn,Burrard Stn,Outbound,26,24441.13981
2024,M,Sat,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,25193.81454
2024,M,Sat,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,24056.13482
2024,M,Sat,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,11589.47447
2024,M,Sat,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,10762.8133
2024,M,Sat,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,8625.677295
2024,M,Sat,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,8416.236876
2024,M,Sat,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,45803.16486
2024,M,Sat,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,44410.93706
2024,M,Sat,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,8917.182803
2024,M,Sat,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,4326.511369
2024,M,Sat,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,10312.01289
2024,M,Sat,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,9934.01887
2024,M,Sat,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,9588.33721
2024,M,Sat,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,9444.170962
2024,M,Sat,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,10919.84982
2024,M,Sat,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,10651.03791
2024,M,Sat,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,1484.185306
2024,M,Sat,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,1502.172462
2024,M,Sat,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,4289.577545
2024,M,Sat,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,4047.215075
2024,M,Sat,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,9639.345572
2024,M,Sat,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,9431.857627
2024,M,Sat,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,48939.08484
2024,M,Sat,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,46277.82762
2024,M,Sat,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,45269.20888
2024,M,Sat,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,44116.97818
2024,M,Sat,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,46875.25899
2024,M,Sat,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,45206.51713
2024,M,Sat,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,38583.81896
2024,M,Sat,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,36985.02504
2024,M,Sat,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,45761.30465
2024,M,Sat,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,44696.87864
2024,M,Sat,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,10231.25604
2024,M,Sat,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,9865.45474
2024,M,Sat,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,14594.10742
2024,M,Sat,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,13408.28936
2024,M,Sat,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,44303.24225
2024,M,Sat,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,41784.85445
2024,M,Sat,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,13904.82743
2024,M,Sat,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,12926.05913
2024,M,Sat,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,12404.23675
2024,M,Sat,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,12094.78142
2024,M,Sat,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,21831.2985
2024,M,Sat,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,21135.28692
