TravYear,SegMode,DayType,FromStn_Short,ToStn_Short,FromStn_Long,ToStn_Long,SegDir,SegID,AvgDailyVol
2024,M,Sat,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,10726.8072
2024,M,Sat,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,10164.1582
2024,M,Sat,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,30485.00927
2024,M,Sat,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,29371.72639
2024,M,Sat,ST,GV,Stadium Stn,Granville Stn,Inbound,46,39374.06762
2024,M,Sat,ST,GV,Stadium Stn,Granville Stn,Outbound,46,37955.60969
2024,M,Sat,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,46405.21454
2024,M,Sat,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,44890.9015
2024,M,Sat,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,39455.5834
2024,M,Sat,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,37344.50341
2024,M,Sun/Hol,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,8395.752657
2024,M,Sun/Hol,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,8452.306763
2024,M,Sun/Hol,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,8222.224251
2024,M,Sun/Hol,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,8259.093792
2024,M,Sun/Hol,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,8868.671481
2024,M,Sun/Hol,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,8825.386134
2024,M,Sun/Hol,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,9095.974066
2024,M,Sun/Hol,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,10803.54177
2024,M,Sun/Hol,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,10203.30858
2024,M,Sun/Hol,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,11724.18372
2024,M,Sun/Hol,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,37669.35361
2024,M,Sun/Hol,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,38003.24848
2024,M,Sun/Hol,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,5751.376445
2024,M,Sun/Hol,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,5735.612057
2024,M,Sun/Hol,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,814.4966962
2024,M,Sun/Hol,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,919.7025685
2024,M,Sun/Hol,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,27644.26754
2024,M,Sun/Hol,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,26828.63785
2024,M,Sun/Hol,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,31600.66857
2024,M,Sun/Hol,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,30537.16053
2024,M,Sun/Hol,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,9228.487932
2024,M,Sun/Hol,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,8980.178901
2024,M,Sun/Hol,GV,BU,Granville Stn,Burrard Stn,Inbound,26,17264.90748
2024,M,Sun/Hol,GV,BU,Granville Stn,Burrard Stn,Outbound,26,19245.84872
2024,M,Sun/Hol,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,19248.72419
2024,M,Sun/Hol,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,18739.14449
2024,M,Sun/Hol,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,8104.117002
2024,M,Sun/Hol,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,7808.579854
2024,M,Sun/Hol,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,6374.352476
2024,M,Sun/Hol,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,6332.798254
2024,M,Sun/Hol,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,34011.57163
2024,M,Sun/Hol,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,34338.38959
2024,M,Sun/Hol,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,6882.243452
2024,M,Sun/Hol,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,3340.629881
2024,M,Sun/Hol,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,7225.492663
2024,M,Sun/Hol,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,7156.306791
2024,M,Sun/Hol,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,7191.568296
2024,M,Sun/Hol,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,7218.442798
2024,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,7799.575151
2024,M,Sun/Hol,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,7747.415441
2024,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,1178.271907
2024,M,Sun/Hol,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,1250.692802
2024,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,3341.245815
2024,M,Sun/Hol,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,3193.484767
2024,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,7060.822372
2024,M,Sun/Hol,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,7012.31898
2024,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,35515.43712
2024,M,Sun/Hol,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,35552.80079
2024,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,34170.27498
2024,M,Sun/Hol,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,34299.13865
2024,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,34499.93967
2024,M,Sun/Hol,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,34865.36086
2024,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,28614.75106
2024,M,Sun/Hol,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,28071.92629
2024,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,34460.56189
2024,M,Sun/Hol,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,34786.43211
2024,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,7182.351507
2024,M,Sun/Hol,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,7117.167948
2024,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,10208.93323
2024,M,Sun/Hol,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,9767.305169
2024,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,32962.65313
2024,M,Sun/Hol,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,31923.29547
2024,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,9763.900881
2024,M,Sun/Hol,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,9471.658881
2024,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,9242.935406
2024,M,Sun/Hol,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,9141.340698
2024,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,16695.81267
2024,M,Sun/Hol,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,16489.10588
2024,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,7485.53544
2024,M,Sun/Hol,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,7324.927495
2024,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,22874.88029
2024,M,Sun/Hol,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,22489.66834
2024,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Inbound,46,29881.72467
2024,M,Sun/Hol,ST,GV,Stadium Stn,Granville Stn,Outbound,46,30094.48467
2024,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,34260.8906
2024,M,Sun/Hol,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,34667.82741
2024,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,29212.04655
2024,M,Sun/Hol,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,28361.21918
2025,C,MF,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,16101.94159
2025,C,MF,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,16019.95675
2025,C,MF,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,33269.071
2025,C,MF,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,32458.40069
2025,C,MF,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,28582.2809
2025,C,MF,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,28643.56476
2025,C,MF,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,16980.06153
2025,C,MF,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,16848.45785
2025,C,MF,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,34960.05183
2025,C,MF,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,34290.87114
2025,C,MF,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,14339.38616
2025,C,MF,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,14032.43024
2025,C,MF,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,33483.73536
2025,C,MF,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,33142.19417
2025,C,MF,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,31936.32977
2025,C,MF,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,31969.49699
2025,C,MF,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,33578.61859
2025,C,MF,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,32944.47048
2025,C,MF,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,33546.82231
2025,C,MF,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,32335.26685
2025,C,MF,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,10701.9728
2025,C,MF,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,10248.72554
2025,C,MF,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,8240.280074
2025,C,MF,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,8082.977266
2025,C,MF,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,7827.562341
2025,C,MF,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7924.368911
2025,C,MF,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,14975.26142
2025,C,MF,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,14170.18546
2025,C,MF,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7975.386312
2025,C,MF,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,7688.00249
2025,C,MF,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,29191.4722
2025,C,MF,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,27710.31349
2025,C,Sat,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,13676.05648
2025,C,Sat,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,13464.61722
2025,C,Sat,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,26171.54042
2025,C,Sat,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,24973.09887
2025,C,Sat,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,24399.52818
2025,C,Sat,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,24082.83325
2025,C,Sat,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,14369.51101
2025,C,Sat,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,14101.96146
2025,C,Sat,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,27297.39601
2025,C,Sat,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,26159.11416
2025,C,Sat,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,11842.11122
2025,C,Sat,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,11501.16109
2025,C,Sat,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,26678.12347
2025,C,Sat,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,25805.52223
2025,C,Sat,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,25967.94529
2025,C,Sat,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,25428.46259
2025,C,Sat,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,26481.22717
2025,C,Sat,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,25342.56389
2025,C,Sat,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,26124.6025
2025,C,Sat,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,24788.06081
2025,C,Sat,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,8699.776053
2025,C,Sat,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,8357.47173
2025,C,Sat,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,7378.152167
2025,C,Sat,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,7028.722145
2025,C,Sat,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,7808.892671
2025,C,Sat,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7677.311901
2025,C,Sat,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,11113.12689
2025,C,Sat,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,10340.93706
2025,C,Sat,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7331.739096
2025,C,Sat,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,6894.381412
2025,C,Sat,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,22345.52074
2025,C,Sat,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,21004.67726
2025,C,Sun/Hol,AB,CP,Aberdeen Stn,Capstan Stn,Inbound,215,11235.4812
2025,C,Sun/Hol,AB,CP,Aberdeen Stn,Capstan Stn,Outbound,215,11058.27935
2025,C,Sun/Hol,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Inbound,83,21601.84893
2025,C,Sun/Hol,BC,OV,Broadway-City Hall Stn,Olympic Village Stn,Outbound,83,21259.16205
2025,C,Sun/Hol,BP,MD,Bridgeport Stn,Marine Drive Stn,Inbound,88,21302.88171
2025,C,Sun/Hol,BP,MD,Bridgeport Stn,Marine Drive Stn,Outbound,88,20744.48312
2025,C,Sun/Hol,CP,BP,Capstan Stn,Bridgeport Stn,Inbound,216,11802.94933
2025,C,Sun/Hol,CP,BP,Capstan Stn,Bridgeport Stn,Outbound,216,11600.30924
2025,C,Sun/Hol,KE,BC,King Edward Stn,Broadway-City Hall Stn,Inbound,84,22872.8878
2025,C,Sun/Hol,KE,BC,King Edward Stn,Broadway-City Hall Stn,Outbound,84,22359.60732
2025,C,Sun/Hol,LA,AB,Lansdowne Stn,Aberdeen Stn,Inbound,90,9691.738522
2025,C,Sun/Hol,LA,AB,Lansdowne Stn,Aberdeen Stn,Outbound,90,9435.935544
2025,C,Sun/Hol,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Inbound,86,22792.22517
2025,C,Sun/Hol,LG,OR,Langara-49th Stn,Oakridge-41st Stn,Outbound,86,22034.50141
2025,C,Sun/Hol,MD,LG,Marine Drive Stn,Langara-49th Stn,Inbound,87,22377.16057
2025,C,Sun/Hol,MD,LG,Marine Drive Stn,Langara-49th Stn,Outbound,87,21761.21055
2025,C,Sun/Hol,OR,KE,Oakridge-41st Stn,King Edward Stn,Inbound,85,22418.08535
2025,C,Sun/Hol,OR,KE,Oakridge-41st Stn,King Edward Stn,Outbound,85,21626.37003
2025,C,Sun/Hol,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Inbound,82,21504.86384
2025,C,Sun/Hol,OV,YT,Olympic Village Stn,Yaletown-Roundhouse Stn,Outbound,82,21054.55904
2025,C,Sun/Hol,RB,LA,Brighouse Stn,Lansdowne Stn,Inbound,91,7233.579096
2025,C,Sun/Hol,RB,LA,Brighouse Stn,Lansdowne Stn,Outbound,91,6972.386029
2025,C,Sun/Hol,SI,TE,Sea Island Stn,Templeton Stn,Inbound,93,7703.332232
2025,C,Sun/Hol,SI,TE,Sea Island Stn,Templeton Stn,Outbound,93,6902.986424
2025,C,Sun/Hol,TE,BP,Templeton Stn,Bridgeport Stn,Inbound,92,8085.729901
2025,C,Sun/Hol,TE,BP,Templeton Stn,Bridgeport Stn,Outbound,92,7658.902913
2025,C,Sun/Hol,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Inbound,80,9168.09136
2025,C,Sun/Hol,VA,WC,Vancouver City Centre Stn,Waterfront Stn - CL,Outbound,80,8810.537156
2025,C,Sun/Hol,YA,SI,YVR-Airport Stn,Sea Island Stn,Inbound,94,7720.246037
2025,C,Sun/Hol,YA,SI,YVR-Airport Stn,Sea Island Stn,Outbound,94,6808.465449
2025,C,Sun/Hol,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Inbound,81,18496.78895
2025,C,Sun/Hol,YT,VA,Yaletown-Roundhouse Stn,Vancouver City Centre Stn,Outbound,81,17802.85507
2025,M,MF,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,15887.78199
2025,M,MF,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,15920.06493
2025,M,MF,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,14439.3447
2025,M,MF,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,14294.60575
2025,M,MF,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,17586.89684
2025,M,MF,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,17182.4006
2025,M,MF,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,14143.84533
2025,M,MF,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,17553.57795
2025,M,MF,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,19412.73015
2025,M,MF,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,19749.56174
2025,M,MF,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,63448.58146
2025,M,MF,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,63171.84469
2025,M,MF,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,9900.67448
2025,M,MF,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,9947.804493
2025,M,MF,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,2608.918935
2025,M,MF,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,2949.694945
2025,M,MF,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,49947.43062
2025,M,MF,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,47620.07132
2025,M,MF,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,55383.34467
2025,M,MF,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,53090.60021
2025,M,MF,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,18337.11302
2025,M,MF,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,17656.97287
2025,M,MF,GV,BU,Granville Stn,Burrard Stn,Inbound,26,31248.26366
2025,M,MF,GV,BU,Granville Stn,Burrard Stn,Outbound,26,34283.16743
2025,M,MF,GW,SR,Gateway Stn,Scott Road Stn,Inbound,19,34080.43783
2025,M,MF,GW,SR,Gateway Stn,Scott Road Stn,Outbound,19,32319.67505
2025,M,MF,HO,BR,Holdom Stn,Brentwood Stn,Inbound,40,16634.41128
2025,M,MF,HO,BR,Holdom Stn,Brentwood Stn,Outbound,40,15925.77799
2025,M,MF,IC,MC,Inlet Centre Stn,Moody Center Stn,Inbound,72,11168.64438
2025,M,MF,IC,MC,Inlet Centre Stn,Moody Center Stn,Outbound,72,11208.46334
2025,M,MF,JY,TN,Joyce Stn,29th Av Stn,Inbound,67,56734.93665
2025,M,MF,JY,TN,Joyce Stn,29th Av Stn,Outbound,67,56623.27557
2025,M,MF,KG,SC,King George Stn,Surrey Central Stn,Inbound,25,14819.69609
2025,M,MF,KG,SC,King George Stn,Surrey Central Stn,Outbound,25,7949.931904
2025,M,MF,LC,SP,Lake City Way Stn,Sperling Stn,Inbound,44,14976.19132
2025,M,MF,LC,SP,Lake City Way Stn,Sperling Stn,Outbound,44,14717.84545
2025,M,MF,LH,BD,Lougheed Stn,Braid Stn,Inbound,53,13336.614
2025,M,MF,LH,BD,Lougheed Stn,Braid Stn,Outbound,53,13191.2947
2025,M,MF,LH,PW,Lougheed Stn,Production Way Stn,Inbound,50,16509.90393
2025,M,MF,LH,PW,Lougheed Stn,Production Way Stn,Outbound,50,16302.16743
2025,M,MF,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Inbound,78,2366.626055
2025,M,MF,LL,LN,Lafarge Lake/Douglas College Stn,Lincoln Stn,Outbound,78,2354.023926
2025,M,MF,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Inbound,76,5884.305789
2025,M,MF,LN,CC,Lincoln Stn,Coquitlam Central Stn - Millennium,Outbound,76,5656.700348
2025,M,MF,MC,BQ,Moody Center Stn,Burquitlam Stn,Inbound,70,12267.67914
2025,M,MF,MC,BQ,Moody Center Stn,Burquitlam Stn,Outbound,70,12024.33999
2025,M,MF,MN,ST,Main Street Stn,Stadium Stn,Inbound,57,59826.30311
2025,M,MF,MN,ST,Main Street Stn,Stadium Stn,Outbound,57,59330.24524
2025,M,MF,MT,PT,Metrotown Stn,Patterson Stn,Inbound,4,55848.79501
2025,M,MF,MT,PT,Metrotown Stn,Patterson Stn,Outbound,4,55422.80388
2025,M,MF,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Inbound,62,58686.62158
2025,M,MF,NA,BW,Nanaimo Stn,Commercial-Broadway Stn,Outbound,62,58629.73863
2025,M,MF,NW,TS,New Westminster Stn,22nd St Stn,Inbound,12,50847.3613
2025,M,MF,NW,TS,New Westminster Stn,22nd St Stn,Outbound,12,49072.96357
2025,M,MF,PT,JY,Patterson Stn,Joyce Stn,Inbound,3,56177.40569
2025,M,MF,PT,JY,Patterson Stn,Joyce Stn,Outbound,3,55854.96057
2025,M,MF,PW,LC,Production Way Stn,Lake City Way Stn,Inbound,48,14892.34198
2025,M,MF,PW,LC,Production Way Stn,Lake City Way Stn,Outbound,48,14601.06071
2025,M,MF,RE,CM,Renfrew Stn,Commercial Drive Stn,Inbound,32,19952.98296
2025,M,MF,RE,CM,Renfrew Stn,Commercial Drive Stn,Outbound,32,19030.71223
2025,M,MF,RO,MT,Royal Oak Stn,Metrotown Stn,Inbound,6,57507.11317
2025,M,MF,RO,MT,Royal Oak Stn,Metrotown Stn,Outbound,6,55132.19502
2025,M,MF,RU,RE,Rupert Stn,Renfrew Stn,Inbound,34,19062.78737
2025,M,MF,RU,RE,Rupert Stn,Renfrew Stn,Outbound,34,18282.20933
2025,M,MF,SA,CO,Sapperton Stn,Columbia Stn,Inbound,16,17766.71256
2025,M,MF,SA,CO,Sapperton Stn,Columbia Stn,Outbound,16,17618.04902
2025,M,MF,SC,GW,Surrey Central Stn,Gateway Stn,Inbound,21,29145.26346
2025,M,MF,SC,GW,Surrey Central Stn,Gateway Stn,Outbound,21,28077.79808
2025,M,MF,SP,HO,Sperling Stn,Holdom Stn,Inbound,42,15489.42851
2025,M,MF,SP,HO,Sperling Stn,Holdom Stn,Outbound,42,15087.54607
2025,M,MF,SR,CO,Scott Road Stn,Columbia Stn,Inbound,17,41102.52752
2025,M,MF,SR,CO,Scott Road Stn,Columbia Stn,Outbound,17,39573.33666
2025,M,MF,ST,GV,Stadium Stn,Granville Stn,Inbound,46,50853.1401
2025,M,MF,ST,GV,Stadium Stn,Granville Stn,Outbound,46,50701.4171
2025,M,MF,TN,NA,29th Av Stn,Nanaimo Stn,Inbound,64,57798.26495
2025,M,MF,TN,NA,29th Av Stn,Nanaimo Stn,Outbound,64,57718.5927
2025,M,MF,TS,ED,22nd St Stn,Edmonds Stn,Inbound,10,51567.49688
2025,M,MF,TS,ED,22nd St Stn,Edmonds Stn,Outbound,10,49573.64837
2025,M,Sat,BD,SA,Braid Stn,Sapperton Stn,Inbound,56,10647.87332
2025,M,Sat,BD,SA,Braid Stn,Sapperton Stn,Outbound,56,10569.4813
2025,M,Sat,BQ,LH,Burquitlam Stn,Lougheed Stn,Inbound,68,11293.53664
2025,M,Sat,BQ,LH,Burquitlam Stn,Lougheed Stn,Outbound,68,11162.10732
2025,M,Sat,BR,GM,Brentwood Stn,Gilmore Stn,Inbound,38,12441.21611
2025,M,Sat,BR,GM,Brentwood Stn,Gilmore Stn,Outbound,38,11879.98218
2025,M,Sat,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Inbound,23,11658.71417
2025,M,Sat,BU,WF,Burrard Stn,Waterfront Stn - Expo/SeaBus,Outbound,23,13784.41426
2025,M,Sat,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Inbound,59,13671.17358
2025,M,Sat,BW,CM,Commercial-Broadway Stn,Commercial Drive Stn,Outbound,59,15297.29716
2025,M,Sat,BW,MN,Commercial-Broadway Stn,Main Street Stn,Inbound,60,49714.2924
2025,M,Sat,BW,MN,Commercial-Broadway Stn,Main Street Stn,Outbound,60,47529.68252
2025,M,Sat,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Inbound,74,7692.167446
2025,M,Sat,CC,IC,Coquitlam Central Stn - Millennium,Inlet Centre Stn,Outbound,74,7612.693984
2025,M,Sat,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Inbound,29,1176.045098
2025,M,Sat,CM,VC,Commercial Drive Stn,VCC-Clark Stn,Outbound,29,1384.779912
2025,M,Sat,CO,NW,Columbia Stn,New Westminster Stn,Inbound,14,35185.88817
2025,M,Sat,CO,NW,Columbia Stn,New Westminster Stn,Outbound,14,33537.27199
2025,M,Sat,ED,RO,Edmonds Stn,Royal Oak Stn,Inbound,8,40596.12132
2025,M,Sat,ED,RO,Edmonds Stn,Royal Oak Stn,Outbound,8,38274.97922
2025,M,Sat,GM,RU,Gilmore Stn,Rupert Stn,Inbound,36,13042.31463
2025,M,Sat,GM,RU,Gilmore Stn,Rupert Stn,Outbound,36,12246.78964
2025,M,Sat,GV,BU,Granville Stn,Burrard Stn,Inbound,26,22510.02112
